7,"1,2,3,4,6,10,12",82.3902
4,"1,2,8,11",80.3531
5,"1,2,3,11,12",82.2544
3,"1,6,9",80.3078
8,"1,2,3,4,5,9,11,12",82.345
2,"5,11",80.172
9,"1,2,3,4,5,8,9,10,11",82.1639
10,"1,2,3,5,6,7,8,9,11,12",83.2051
4,"1,2,8,12",82.2544
6,"1,2,3,5,6,11",79.7193
7,"1,2,3,4,6,11,12",82.8882
5,"1,2,4,5,6",79.8099
2,"5,12",80.6247
8,"1,2,3,4,5,10,11,12",81.8017
3,"1,6,10",80.2626
4,"1,2,9,10",80.9416
10,"1,2,3,5,6,7,8,10,11,12",83.5672
6,"1,2,3,5,6,12",82.2544
9,"1,2,3,4,5,8,9,10,12",81.8923
2,"6,7",80.2626
7,"1,2,3,4,7,8,9",82.6166
3,"1,6,11",80.2626
5,"1,2,4,5,7",79.7646
8,"1,2,3,4,6,7,8,9",81.847
4,"1,2,9,11",81.1679
10,"1,2,3,5,6,7,9,10,11,12",82.9787
2,"6,8",80.1268
3,"1,6,12",82.345
9,"1,2,3,4,5,8,9,11,12",82.6166
5,"1,2,4,5,8",80.3984
2,"6,9",80.3531
6,"1,2,3,5,7,8",81.7112
4,"1,2,9,12",82.526
7,"1,2,3,4,7,8,10",80.8511
8,"1,2,3,4,6,7,8,10",80.8058
5,"1,2,4,5,9",81.0321
3,"1,7,8",80.2626
10,"1,2,3,5,6,8,9,10,11,12",82.345
2,"6,10",80.4436
9,"1,2,3,4,5,8,10,11,12",82.2091
4,"1,2,10,11",80.4436
3,"1,7,9",80.3984
6,"1,2,3,5,7,9",82.7071
7,"1,2,3,4,7,8,11",82.1639
2,"6,11",80.2626
5,"1,2,4,5,10",80.5794
4,"1,2,10,12",81.7565
3,"1,7,10",80.3984
8,"1,2,3,4,6,7,8,11",81.2132
10,"1,2,3,5,7,8,9,10,11,12",82.9787
9,"1,2,3,4,5,9,10,11,12",81.847
7,"1,2,3,4,7,8,12",83.2503
5,"1,2,4,5,11",80.3984
2,"6,12",82.345
6,"1,2,3,5,7,10",79.2214
8,"1,2,3,4,6,7,8,12",83.3861
3,"1,7,11",80.2626
4,"1,2,11,12",82.6618
2,"7,8",80.2626
3,"1,7,12",82.7071
5,"1,2,4,5,12",82.7976
7,"1,2,3,4,7,9,10",81.3038
6,"1,2,3,5,7,11",80.6247
10,"1,2,3,6,7,8,9,10,11,12",83.2503
9,"1,2,3,4,6,7,8,9,10",82.0281
8,"1,2,3,4,6,7,9,10",82.2091
2,"7,9",80.2626
4,"1,3,4,5",79.9004
3,"1,8,9",80.0815
7,"1,2,3,4,7,9,11",81.2585
5,"1,2,4,6,7",80.9416
6,"1,2,3,5,7,12",82.7976
9,"1,2,3,4,6,7,8,9,11",82.2091
4,"1,3,4,6",80.3078
2,"7,10",80.2626
3,"1,8,10",80.2626
8,"1,2,3,4,6,7,9,11",82.1186
10,"1,2,4,5,6,7,8,9,10,11",82.6618
5,"1,2,4,6,8",80.2626
7,"1,2,3,4,7,9,12",82.7976
9,"1,2,3,4,6,7,8,9,12",83.2051
4,"1,3,4,7",79.6741
2,"7,11",80.2626
6,"1,2,3,5,8,9",81.2585
3,"1,8,11",80.2626
8,"1,2,3,4,6,7,9,12",83.2503
5,"1,2,4,6,9",81.847
10,"1,2,4,5,6,7,8,9,10,12",83.1598
2,"7,12",82.7524
4,"1,3,4,8",79.4024
7,"1,2,3,4,7,10,11",79.0856
6,"1,2,3,5,8,10",80.67
9,"1,2,3,4,6,7,8,10,11",82.1639
3,"1,8,12",81.9375
4,"1,3,4,9",81.349
2,"8,9",80.0815
5,"1,2,4,6,10",80.7153
10,"1,2,4,5,6,7,8,9,11,12",82.4355
8,"1,2,3,4,6,7,10,11",80.8058
3,"1,9,10",80.9869
6,"1,2,3,5,8,11",80.8511
9,"1,2,3,4,6,7,8,10,12",83.5672
7,"1,2,3,4,7,10,12",83.3861
2,"8,10",80.3078
5,"1,2,4,6,11",81.1227
4,"1,3,4,10",80.2626
3,"1,9,11",80.4436
8,"1,2,3,4,6,7,10,12",83.4314
6,"1,2,3,5,8,12",82.7071
9,"1,2,3,4,6,7,8,11,12",82.8882
2,"8,11",80.2626
10,"1,2,4,5,6,7,8,10,11,12",83.2956
5,"1,2,4,6,12",82.6166
7,"1,2,3,4,7,11,12",82.7071
4,"1,3,4,11",80.0815
3,"1,9,12",82.2997
8,"1,2,3,4,6,7,11,12",82.7976
2,"8,12",81.9375
6,"1,2,3,5,9,10",83.7936
10,"1,2,4,5,6,7,9,10,11,12",83.522
7,"1,2,3,4,8,9,10",81.9828
9,"1,2,3,4,6,7,9,10,11",82.1639
3,"1,10,11",80.3531
5,"1,2,4,7,8",79.1761
2,"9,10",81.0321
4,"1,3,4,12",81.5301
8,"1,2,3,4,6,8,9,10",82.0733
6,"1,2,3,5,9,11",81.1227
9,"1,2,3,4,6,7,9,10,12",84.1105
3,"1,10,12",82.2544
7,"1,2,3,4,8,9,11",81.3038
2,"9,11",80.5794
5,"1,2,4,7,9",80.7153
10,"1,2,4,5,6,8,9,10,11,12",80.9869
4,"1,3,5,6",79.7646
3,"1,11,12",82.3902
6,"1,2,3,5,9,12",82.2091
9,"1,2,3,4,6,7,9,11,12",82.6618
8,"1,2,3,4,6,8,9,11",82.2544
2,"9,12",82.4355
7,"1,2,3,4,8,9,12",82.7071
4,"1,3,5,7",80.5794
5,"1,2,4,7,10",80.2173
10,"1,2,4,5,7,8,9,10,11,12",82.5713
6,"1,2,3,5,10,11",79.9004
2,"10,11",80.3984
3,"2,3,4",80.8058
9,"1,2,3,4,6,7,10,11,12",83.8841
4,"1,3,5,8",79.8099
8,"1,2,3,4,6,8,9,12",82.9787
7,"1,2,3,4,8,10,11",81.1227
5,"1,2,4,7,11",79.5835
2,"10,12",82.2997
4,"1,3,5,9",82.4355
3,"2,3,5",80.5342
6,"1,2,3,5,10,12",82.2544
10,"1,2,4,6,7,8,9,10,11,12",83.024
8,"1,2,3,4,6,8,10,11",80.8963
9,"1,2,3,4,6,8,9,10,11",82.1186
7,"1,2,3,4,8,10,12",81.9828
2,"11,12",82.6166
3,"2,3,6",80.3984
5,"1,2,4,7,12",82.8429
4,"1,3,5,10",80.4436
6,"1,2,3,5,11,12",82.526
3,"2,3,7",80.5342
8,"1,2,3,4,6,8,10,12",82.5713
9,"1,2,3,4,6,8,9,10,12",82.5713
7,"1,2,3,4,8,11,12",82.7071
6,"1,2,3,6,7,8",80.4436
4,"1,3,5,11",79.7646
10,"1,2,5,6,7,8,9,10,11,12",83.703
3,"2,3,8",80.6247
5,"1,2,4,8,9",80.7153
8,"1,2,3,4,6,8,11,12",83.1598
9,"1,2,3,4,6,8,9,11,12",83.0693
7,"1,2,3,4,9,10,11",81.4848
3,"2,3,9",80.5342
6,"1,2,3,6,7,9",82.0281
4,"1,3,5,12",82.0281
9,"1,2,3,4,6,8,10,11,12",82.9787
5,"1,2,4,8,10",80.1268
8,"1,2,3,4,6,9,10,11",81.4396
7,"1,2,3,4,9,10,12",81.847
8,"1,2,3,4,6,9,10,12",82.3902
9,"1,2,3,4,6,9,10,11,12",82.0733
3,"2,3,10",80.6247
6,"1,2,3,6,7,10",80.6247
10,"1,3,4,5,6,7,8,9,10,11",81.9828
4,"1,3,6,7",80.2626
5,"1,2,4,8,11",80.4436
9,"1,2,3,4,7,8,9,10,11",81.5301
7,"1,2,3,4,9,11,12",81.8017
6,"1,2,3,6,7,11",80.5342
8,"1,2,3,4,6,9,11,12",81.847
10,"1,3,4,5,6,7,8,9,10,12",83.5672
3,"2,3,11",80.172
4,"1,3,6,8",79.8099
5,"1,2,4,8,12",82.6166
8,"1,2,3,4,6,10,11,12",83.1145
9,"1,2,3,4,7,8,9,10,12",83.4767
6,"1,2,3,6,7,12",82.0281
3,"2,3,12",81.9375
4,"1,3,6,9",80.9869
7,"1,2,3,4,10,11,12",81.847
10,"1,3,4,5,6,7,8,9,11,12",83.703
5,"1,2,4,9,10",80.9416
8,"1,2,3,4,7,8,9,10",82.7976
9,"1,2,3,4,7,8,9,11,12",82.9335
3,"2,4,5",80.7605
6,"1,2,3,6,8,9",81.9828
4,"1,3,6,10",80.4889
7,"1,2,3,5,6,7,8",81.4396
5,"1,2,4,9,11",81.4396
9,"1,2,3,4,7,8,10,11,12",83.8841
10,"1,3,4,5,6,7,8,10,11,12",83.6578
3,"2,4,6",80.4436
6,"1,2,3,6,8,10",80.7605
8,"1,2,3,4,7,8,9,11",81.0321
4,"1,3,6,11",80.2626
5,"1,2,4,9,12",81.8923
7,"1,2,3,5,6,7,9",81.6659
10,"1,3,4,5,6,7,9,10,11,12",83.1598
9,"1,2,3,4,7,9,10,11,12",83.2956
6,"1,2,3,6,8,11",80.9869
3,"2,4,7",80.2626
8,"1,2,3,4,7,8,9,12",82.9787
5,"1,2,4,10,11",80.0815
4,"1,3,6,12",82.0733
3,"2,4,8",80.2173
7,"1,2,3,5,6,7,10",80.3531
4,"1,3,7,8",79.7193
5,"1,2,4,10,12",82.9787
9,"1,2,3,4,8,9,10,11,12",82.2544
10,"1,3,4,5,6,8,9,10,11,12",82.7976
6,"1,2,3,6,8,12",83.024
8,"1,2,3,4,7,8,10,11",82.3902
4,"1,3,7,9",81.8923
3,"2,4,9",80.67
7,"1,2,3,5,6,7,11",80.1268
5,"1,2,4,11,12",82.4355
10,"1,3,4,5,7,8,9,10,11,12",82.9335
6,"1,2,3,6,9,10",80.3531
9,"1,2,3,5,6,7,8,9,10",81.847
4,"1,3,7,10",80.2173
8,"1,2,3,4,7,8,10,12",83.5672
3,"2,4,10",80.2626
7,"1,2,3,5,6,7,12",82.9787
5,"1,2,5,6,7",80.4436
10,"1,3,4,6,7,8,9,10,11,12",82.9787
6,"1,2,3,6,9,11",80.3531
9,"1,2,3,5,6,7,8,9,11",82.526
4,"1,3,7,11",80.3078
3,"2,4,11",79.8099
8,"1,2,3,4,7,8,11,12",82.9787
7,"1,2,3,5,6,8,9",81.2585
5,"1,2,5,6,8",80.7605
6,"1,2,3,6,9,12",82.1639
3,"2,4,12",82.4355
4,"1,3,7,12",82.7071
10,"1,3,5,6,7,8,9,10,11,12",83.3861
9,"1,2,3,5,6,7,8,9,12",82.7071
5,"1,2,5,6,9",81.7112
8,"1,2,3,4,7,9,10,11",81.7112
7,"1,2,3,5,6,8,10",80.9416
3,"2,5,6",79.493
6,"1,2,3,6,10,11",79.6741
4,"1,3,8,9",81.4396
5,"1,2,5,6,10",79.5383
9,"1,2,3,5,6,7,8,10,11",81.4396
8,"1,2,3,4,7,9,10,12",83.522
3,"2,5,7",80.9416
7,"1,2,3,5,6,8,11",81.8923
4,"1,3,8,10",80.4889
6,"1,2,3,6,10,12",81.7112
10,"1,4,5,6,7,8,9,10,11,12",83.7483
5,"1,2,5,6,11",80.0815
9,"1,2,3,5,6,7,8,10,12",83.3409
3,"2,5,8",80.9869
8,"1,2,3,4,7,9,11,12",82.6166
7,"1,2,3,5,6,8,12",82.7524
4,"1,3,8,11",79.6288
5,"1,2,5,6,12",81.8017
6,"1,2,3,6,11,12",82.4355
9,"1,2,3,5,6,7,8,11,12",83.522
8,"1,2,3,4,7,10,11,12",83.3409
7,"1,2,3,5,6,9,10",81.6206
3,"2,5,9",81.0321
4,"1,3,8,12",82.7976
6,"1,2,3,7,8,9",82.1639
5,"1,2,5,7,8",79.2214
9,"1,2,3,5,6,7,9,10,11",82.2091
8,"1,2,3,4,8,9,10,11",81.5301
4,"1,3,9,10",81.4396
3,"2,5,10",80.5342
7,"1,2,3,5,6,9,11",80.6247
6,"1,2,3,7,8,10",80.3531
10,"2,3,4,5,6,7,8,9,10,11",82.2544
5,"1,2,5,7,9",82.4808
9,"1,2,3,5,6,7,9,10,12",82.8882
4,"1,3,9,11",81.0774
8,"1,2,3,4,8,9,10,12",82.0733
3,"2,5,11",80.7153
7,"1,2,3,5,6,9,12",82.0733
6,"1,2,3,7,8,11",81.1227
10,"2,3,4,5,6,7,8,9,10,12",82.6618
4,"1,3,9,12",82.1639
5,"1,2,5,7,10",80.5794
9,"1,2,3,5,6,7,9,11,12",82.8882
3,"2,5,12",81.9828
8,"1,2,3,4,8,9,11,12",82.8429
6,"1,2,3,7,8,12",83.1145
7,"1,2,3,5,6,10,11",79.8551
4,"1,3,10,11",80.0815
3,"2,6,7",80.3078
5,"1,2,5,7,11",80.4436
10,"2,3,4,5,6,7,8,9,11,12",83.6125
7,"1,2,3,5,6,10,12",81.9828
9,"1,2,3,5,6,7,10,11,12",83.3861
6,"1,2,3,7,9,10",81.2585
3,"2,6,8",80.2626
8,"1,2,3,4,8,10,11,12",82.2091
4,"1,3,10,12",82.1186
5,"1,2,5,7,12",81.6659
7,"1,2,3,5,6,11,12",81.6206
6,"1,2,3,7,9,11",80.9869
4,"1,3,11,12",81.8017
10,"2,3,4,5,6,7,8,10,11,12",82.3902
3,"2,6,9",80.3984
8,"1,2,3,4,9,10,11,12",81.6659
9,"1,2,3,5,6,8,9,10,11",82.4808
7,"1,2,3,5,7,8,9",82.4355
5,"1,2,5,8,9",80.7153
6,"1,2,3,7,9,12",82.2544
8,"1,2,3,5,6,7,8,9",82.2544
3,"2,6,10",79.9457
4,"1,4,5,6",79.493
10,"2,3,4,5,6,7,9,10,11,12",82.4808
9,"1,2,3,5,6,8,9,10,12",82.6166
5,"1,2,5,8,10",79.9457
7,"1,2,3,5,7,8,10",80.67
3,"2,6,11",80.5794
6,"1,2,3,7,10,11",79.1308
8,"1,2,3,5,6,7,8,10",81.7112
4,"1,4,5,7",80.172
10,"2,3,4,5,6,8,9,10,11,12",82.526
5,"1,2,5,8,11",79.8551
9,"1,2,3,5,6,8,9,11,12",82.2091
3,"2,6,12",82.3902
6,"1,2,3,7,10,12",83.2956
7,"1,2,3,5,7,8,11",80.2173
4,"1,4,5,8",80.3531
3,"2,7,8",80.2626
5,"1,2,5,8,12",82.2091
8,"1,2,3,5,6,7,8,11",81.4848
6,"1,2,3,7,11,12",83.024
10,"2,3,4,5,7,8,9,10,11,12",82.1639
4,"1,4,5,9",81.1679
9,"1,2,3,5,6,8,10,11,12",82.8429
7,"1,2,3,5,7,8,12",83.1145
5,"1,2,5,9,10",81.5754
3,"2,7,9",80.6247
6,"1,2,3,8,9,10",81.8923
8,"1,2,3,5,6,7,8,12",83.1145
4,"1,4,5,10",80.3531
9,"1,2,3,5,6,9,10,11,12",81.9375
7,"1,2,3,5,7,9,10",82.5713
10,"2,3,4,6,7,8,9,10,11,12",82.4355
5,"1,2,5,9,11",81.4396
8,"1,2,3,5,6,7,9,10",81.3943
4,"1,4,5,11",79.7646
3,"2,7,10",80.5794
6,"1,2,3,8,9,11",82.345
9,"1,2,3,5,7,8,9,10,11",82.8429
7,"1,2,3,5,7,9,11",82.526
8,"1,2,3,5,6,7,9,11",81.7112
